review_type,sort_type,writing_date,star_rating,comment,upvote,downvote,site
viewer,like,2019.06.07. 16:03,별점(10점 만점 중)9,기분나쁜영화라는 말이 이해가 간다. 재미있는데도 극장을 뛰쳐나가고 싶은 기분이었다.,20,2,naver
viewer,like,2020.03.15. 15:40,별점(10점 만점 중)10,구성.표현.스토리.연출.영상.OST...모두 완..벽,34,16,naver
viewer,like,2019.06.12. 20:08,별점(10점 만점 중)4,저하고는 잘안맞았던 영화같아요ㅠ 좀 잔인했어요ㅠ,20,3,naver
viewer,like,2019.06.01. 00:25,별점(10점 만점 중)9,"면접을 보고 와서 결과를 기다리는 20대 중반, “나좀 붙혀줘요 뭐든 다할게요” 라는 마음을 가지고 기분 전환할 겸 영화를 보았다. 영화가 너무 잔인했다. 나는 이렇게 살아야 하는 것인가?",21,4,naver
viewer,like,2020.01.05. 19:13,별점(10점 만점 중)6,그저 그랬다.,29,12,naver
viewer,like,2019.06.07. 17:50,별점(10점 만점 중)8,가정부역 맡은 이정은배우님의 연기가 기억에 남네요.다시한번 그 장면들 보고싶어요.관람등급은 청소년불가로 해야할거 같네요.,16,0,naver
viewer,like,2019.06.21. 23:32,별점(10점 만점 중)10,칸 수상작은 지루하다는 고정관념을 깨버린 작품,17,1,naver
viewer,like,2019.06.19. 17:35,별점(10점 만점 중)10,자꾸자꾸 생각나는 영화 가난을 냄새로 구분지어버리는 감독의 감각,18,2,naver
viewer,like,2019.05.31. 19:46,별점(10점 만점 중)7,19금 영화입니다 ^^,18,2,naver
viewer,like,2020.02.20. 12:14,별점(10점 만점 중)9,재밌는것 같은데 슬프기도 하고 무섭기도 하고 남의 이야기같은데 내 이야기더라는.,20,4,naver
viewer,like,2019.06.07. 11:27,별점(10점 만점 중)6,황금종려상 받을 정도는 아니고 그냥 한번 볼만한 한국영화,20,4,naver
viewer,like,2019.06.07. 00:50,별점(10점 만점 중)2,"궁금해서 보긴했지만, 일부러 시간 내서 가서 볼 정도는 아니네요. 40분 지나니 지겨워서 언제 끝나나 했음.",34,18,naver
viewer,like,2019.06.13. 16:26,별점(10점 만점 중)1,여지껏 보다가 재미없어서 나온적은 처음,36,20,naver
viewer,like,2022.02.05. 02:53,별점(10점 만점 중)8,이정은 배우와 조여정 배우의 재발견,41,25,naver
viewer,like,2019.06.27. 02:34,별점(10점 만점 중)10,최근 본 너무 충격정인 영화 중간까지는 그냥 봤는데 초인종 이후부터는 보는 내내 쫄린다 + 영화는 19금이라 생각하시는편이 좋을듯,15,0,naver
viewer,like,2019.06.02. 00:30,별점(10점 만점 중)8,15세 영화라고 하기엔 전체적으로 수위가 너무 높지 않나 싶었다,15,0,naver
viewer,like,2019.06.14. 17:54,별점(10점 만점 중)10,까마득한 계단은 현실이야 ㅜㅜ,16,1,naver
viewer,like,2019.06.08. 01:40,별점(10점 만점 중)10,내 위치를 곱씹게 해보는 영화...너무 현실적이라 더 소름돋는다,16,1,naver
viewer,like,2019.05.31. 06:32,별점(10점 만점 중)10,영화를 보는내내 나도 냄새가 나는지 궁금 했다.,17,2,naver
viewer,like,2019.07.17. 22:39,별점(10점 만점 중)8,봉준호 버프빼고..펑점4점!,18,3,naver
viewer,like,2019.06.08. 17:22,별점(10점 만점 중)4,먼가아쉬운 영화 호불호잇을듯,21,6,naver
viewer,like,2019.06.11. 16:18,별점(10점 만점 중)6,19세 관람가로 변경해야할듯..,15,1,naver
viewer,like,2019.06.07. 16:31,별점(10점 만점 중)10,다들 훌륭했지만 개인적으로 조여정 연기가 좋았음.웃으면서도 씁씁한 계속 생각나게 만드는 영화,16,2,naver
viewer,like,2019.06.02. 20:17,별점(10점 만점 중)8,조금 기대보다 약간 실망 스럽습니다,16,2,naver
viewer,like,2019.06.01. 00:23,별점(10점 만점 중)10,다들 재미있냐고 물어보던데이건 재미라는 단어와는 어울리지 않는 영화입니다.,16,2,naver
viewer,like,2019.06.02. 07:24,별점(10점 만점 중)10,"공감성 수치 있는 사람으로서 중간부터 보기 불편해고 웃을 수 없어진 영화. 그러나 동시에 재미있고 몰입하게 하는, 잘 만들어진 영화. 각 캐릭터마다 힘이 있는게 좋았고 지나치게 난해하지도 않아서. 황금 종려상으로 예술성 인정받고 상업성도 있...",17,3,naver
viewer,like,2020.03.06. 14:20,별점(10점 만점 중)10,봉감독은 대체 어떠한 생각을 하고 사는걸까 생각하게한 신기한 작품,28,14,naver
viewer,like,2019.06.09. 15:46,별점(10점 만점 중)8,보는 내내 초조함과 불쾌감이 들었어요.,15,2,naver
viewer,like,2019.05.31. 11:01,별점(10점 만점 중)10,"아, 진짜..미치겠다..웃기고 쫄리고 슬프고 괴롭다",15,2,naver
viewer,like,2019.06.16. 08:18,별점(10점 만점 중)6,영화는 기대를 하는 순간 망가진다,16,3,naver
viewer,like,2019.05.30. 21:40,별점(10점 만점 중)9,오랜만에 영화다운 영화를 보네.역시 황금종려상을 받은 이유가 괜히 있는게 아닌듯하다,16,3,naver
viewer,like,2019.06.03. 14:36,별점(10점 만점 중)10,죽어가는 사람 앞에서도 악취에 찡그리는 그들을 보니 누가 기생충인지 모르겠다.,17,4,naver
viewer,like,2019.05.31. 11:40,별점(10점 만점 중)10,영화가 끝나자 마자 이영화는 한번 더 보고싶다는 생각이 들었다,18,5,naver
viewer,like,2019.05.30. 15:35,별점(10점 만점 중)10,"봉 감독님의 연출력과 스토리, 배우들의 연기가 잘 어우러진 영화! 칸영화제 수상은 진짜 새역사다! 우선 보고들 이야기 나눠야할듯!!",28,15,naver
viewer,like,2019.06.08. 13:37,별점(10점 만점 중)6,15세 관람가라고 하기에는 잔인하다,12,0,naver
viewer,like,2019.06.07. 23:12,별점(10점 만점 중)6,나에겐 너무 어려운 영화..ㅎㅎ 등급은 19세로 해야할듯싶다,13,1,naver
viewer,like,2019.06.02. 08:11,별점(10점 만점 중)10,영화끝나고 멍때리게되는 영화,13,1,naver
viewer,like,2019.06.01. 20:31,별점(10점 만점 중)9,너무 현실적이라 보고나서 씁쓸함이 남는 영화. 코미디인지 공포영화인지 장르가 섞여있네요.  웃긴 장면도 크게 웃을 수는 없고 희극과 비극이 섞여 있어요.,13,1,naver
viewer,like,2019.06.08. 22:27,별점(10점 만점 중)10,영화제 수상한 영화는 어렵고 지루하다는 편견을 깼다,14,2,naver
viewer,like,2019.07.17. 22:47,별점(10점 만점 중)9,이건뭐..좋은 영환데 좋지가 않다.,15,3,naver
viewer,like,2019.06.02. 10:19,별점(10점 만점 중)10,영화를 보고 돌아가는 길에 1호선 냄새에 역정내던 내가 있었다,16,4,naver
viewer,like,2019.05.30. 16:35,별점(10점 만점 중)10,보면서 많이 놀랐음. 신선한 영화,16,4,naver
viewer,like,2019.06.03. 22:59,별점(10점 만점 중)10,올해가장잘한일 : 기생충 스포당하기전에 본것,17,5,naver
viewer,like,2024.06.19. 09:20,별점(10점 만점 중)10,다시 들을 수 있을까요. 사장님 목소리요,12,1,naver
viewer,like,2019.06.14. 16:03,별점(10점 만점 중)9,영화가 끝나고 어떤 분도 영화 얘기를 하지 않았습니다 그저 침묵할 뿐,12,1,naver
viewer,like,2019.09.25. 08:27,별점(10점 만점 중)10,끊임없이 계단을 내려가는 가족의 이미지,13,2,naver
viewer,like,2019.06.02. 08:10,별점(10점 만점 중)8,보는 내내 긴장감이 짓누른다. 상영이 끝나고 나니 머리가 아팠다. 클라이맥스로 치달아 갈 때까지 가슴을 조여왔다.  이젠 체력도 딸린다. 관람하는 동안에는 유쾌하고 즐겁고 뿌듯한 감동을 느끼고 싶다.,13,2,naver
viewer,like,2019.06.01. 03:02,별점(10점 만점 중)10,나 또한 냄새로 누군가를 구별하고 판단했다.계획과 무계획에 대하여 깊이 생각해본 하루였다.,13,2,naver
viewer,like,2019.05.30. 12:32,별점(10점 만점 중)10,감각이 느껴지지 않는 상징은 죽은 상징임을 잘 보여주는 영화,19,8,naver
viewer,like,2019.06.19. 23:29,별점(10점 만점 중)1,"영화가 어떤 부분을 관객에게 알려주고 싶어하는지도 잘 모르겠고,  부모님이랑 봤는데 너무 당황스러웠고, 잘 사는 가족이 잘못은 아니라고 봅니다. 가난한 집이 더 나쁜인간들 아닌가요?뽑아줬더니 배신하고, 죽이고, 잘사는데 그 사람들이 보태준거 ...",29,18,naver
viewer,like,2019.06.02. 23:09,별점(10점 만점 중)10,일단 15세는 아닌것같다,10,0,naver
viewer,like,2019.06.02. 20:03,별점(10점 만점 중)8,15세가 보기엔 좀 난해합니다.,10,0,naver
viewer,like,2019.06.02. 12:47,별점(10점 만점 중)8,15세 동반 부모 입장 가능 영화는아닌것 같아요.,10,0,naver
viewer,like,2019.06.02. 02:11,별점(10점 만점 중)7,뭔가  찜찜한 영화이다;등급조정이 필요해보인다시계방향으로,10,0,naver
viewer,like,2019.05.31. 21:22,별점(10점 만점 중)9,스스로를 피해자의 위치에 한정시켜놓고 저항의 기제 없이 살아오도록 만드는 계급사회... 마지막 그 누구의 칼부림이 한편으로는 반갑게 느껴졌던 역설.,10,0,naver
viewer,like,2019.06.03. 17:37,별점(10점 만점 중)8,참신하긴한데 기대에는 좀못미치는듯,11,1,naver
viewer,like,2019.06.03. 14:53,별점(10점 만점 중)10,불편함이 이중으로 겹쳐져 있어 후유증이 깊다.,11,1,naver
viewer,like,2019.06.02. 17:55,별점(10점 만점 중)10,같은 창문인데 보이는 풍경이 너무나 다를 때의 비참함..,13,3,naver
viewer,like,2020.02.18. 11:50,별점(10점 만점 중)10,초반엔 씁슬하면서도 유쾌하다가 중반~후반으로 갈 수록 소름이 돋습니다... 사람이 무섭고 그런 사람을 만든 현실이 무섭네요.,14,4,naver
viewer,like,2019.05.30. 18:20,별점(10점 만점 중)10,절대 스포금지. 스포는 주지도 받지도 말자. 울다가웃다가..끔찍한 두시간이었어.,14,4,naver
viewer,like,2019.06.01. 01:13,별점(10점 만점 중)10,한눈한번 안팔고 집중해서 봤어요 최근본 영화중 단연 최고 나중에 한번더 봐야겠습니다 오래도록 기억에 남을것 같아요봉준호 감독님 축하드립니다,17,7,naver
viewer,like,2020.02.26. 06:27,별점(10점 만점 중)10,선을 넘는걸 싫어하면서 정작 자신은 끊임없이 선을 넘는 사람들과 그것을 싫어할 자격조차 주어지지 않는 사람들,30,20,naver
viewer,like,2019.06.06. 20:58,별점(10점 만점 중)1,솔직히 재미없음 마약왕 이랑 동급,31,21,naver
viewer,like,2019.06.02. 23:05,별점(10점 만점 중)1,좌파 영화의 끝 현실이 싫다면 배급 타먹는 북한으로 짐싸서 가길 바란다,31,21,naver
viewer,like,2019.06.21. 09:31,별점(10점 만점 중)10,재밌는데 왜이렇게 기분이 더럽지,9,0,naver
viewer,like,2019.06.19. 11:13,별점(10점 만점 중)10,생각보다 잔인합니다.,9,0,naver
viewer,like,2019.06.02. 12:13,별점(10점 만점 중)8,볼땐 재밌게 봤는데 영화가 끝난순간 기분이 안좋아짐,9,0,naver
viewer,like,2019.06.01. 20:21,별점(10점 만점 중)10,19세미만 자녀와보고싶다면 따로보시는걸 추천!제가 보수적인건지...,9,0,naver
viewer,like,2019.06.18. 01:46,별점(10점 만점 중)10,재미있었어요 근데 19세 걸어야 할 듯ㅋㅋㅋㅋ,10,1,naver
viewer,like,2019.06.08. 15:39,별점(10점 만점 중)6,씁쓸한 사회상을 보여주지만 보는내내 불편했던 건 사실이다 가족내용이지만 가족끼리 보기에는 좀...,10,1,naver
viewer,like,2019.07.21. 16:46,별점(10점 만점 중)9,"황금종려상을 받았다고 해서 많은 기대를 하였는데, 생각보다는 그다지 많은 감명을 받지는 못한 것 같다.",12,3,naver
viewer,like,2019.06.11. 15:07,별점(10점 만점 중)6,"기분이 찝찝함. 작품성과 미장센을 논외로, 많이 불편하고 기분이 더러움.",12,3,naver
viewer,like,2019.06.06. 00:03,별점(10점 만점 중)2,기대를 많이해서 그런가 찝찝한 영화로 남는다,12,3,naver
viewer,like,2019.06.05. 02:30,별점(10점 만점 중)10,충격적이긴 했지만 재밌었습니다.,12,3,naver
viewer,like,2019.06.09. 17:50,별점(10점 만점 중)10,나의 기준으로 이번년도 한국영화1위,13,4,naver
viewer,like,2019.06.06. 21:45,별점(10점 만점 중)2,엄마랑 아무것도 모르고 보러갔다가중간에 민망해졌음....절대..가족들이랑 보러가지 마...,13,4,naver
viewer,like,2019.05.30. 22:46,별점(10점 만점 중)10,출연 연기자들 연기 하나같이 후덜덜... 정상급 연기를 보는 것만으로도 눈이 호강했습니다.,13,4,naver
viewer,like,2019.06.14. 01:34,별점(10점 만점 중)6,기대이하였다 궅이 안넣어도 될 이상한 쇼파 애무 설정이나  무엇을 말할려고 하는지  잘 모르겠음,17,8,naver
viewer,like,2019.05.31. 01:43,별점(10점 만점 중)10,봉준호는 천재다 앞으로의 영화가 더욱더 기대된다 설국열차도 봐야겠다 재밌다 참신하다 대단하다 감독 Great movie,18,9,naver
viewer,like,2020.04.22. 03:01,별점(10점 만점 중)10,아주 재밌게 잘 봤네요^^,21,12,naver
viewer,like,2019.06.16. 18:10,별점(10점 만점 중)6,잼있다고 기대를 많이해서 그런지...기대보다는....흠..냥 볼만 합니다.,8,0,naver
viewer,like,2019.06.15. 22:17,별점(10점 만점 중)6,아쉬웠....찝찝...,8,0,naver
viewer,like,2019.06.03. 15:05,별점(10점 만점 중)6,자극적으로 극대화 시킨건 알겠지만 씁쓸한건 어쩔수없다,8,0,naver
viewer,like,2019.05.31. 19:16,별점(10점 만점 중)8,19금이 맞음. 한시간사십분 동안은 정말 재미있어요 그뒤는 취향에 따라 다름,8,0,naver
viewer,like,2019.07.09. 19:29,별점(10점 만점 중)9,"다 좋은데,,, 19금 감임",9,1,naver
viewer,like,2019.06.30. 23:36,별점(10점 만점 중)8,나쁘지 않아요 그냥 한번 볼 만한 영화... 기대한 만큼은 아닙니다,9,1,naver
viewer,like,2019.06.19. 16:51,별점(10점 만점 중)6,무슨 말을 하고 싶은지는 알겠는데 뭔가 좀 찝찝한 느낌..,9,1,naver
viewer,like,2019.06.09. 15:06,별점(10점 만점 중)8,기대를 많이 했는지 특별하게 좋은 작품이란생각은 안들고 한번정도 재미로 볼만한것같습니다,9,1,naver
viewer,like,2019.06.01. 03:16,별점(10점 만점 중)10,와우 긴장감이 고조되며 뒷 내용이 어떻게 이어질까 알수없으며 극후반으로 가면서 고조되는 몰입감 미쳣네요 왜 기생충인지는 영화로 확인할수밖에 없을것같네요,9,1,naver
viewer,like,2019.05.31. 02:41,별점(10점 만점 중)8,사소한 장면인데 의미와 깊이가 있다.,9,1,naver
viewer,like,2019.06.19. 09:12,별점(10점 만점 중)10,박서준이잘못햇네.. 알바자리소개ㅋㅋㅋ너무분에넘치는걸꿈꾸게햇어,10,2,naver
viewer,like,2019.06.14. 16:39,별점(10점 만점 중)10,아주 불편한 영화. 아주 섬세한 영화.,10,2,naver
viewer,like,2019.06.01. 01:12,별점(10점 만점 중)10,"역대급의 몰입감과 메시지로 이끈다.동시대의 황금종려상 수상작을 자막없이, 극장에 걸린채, 온전히 우리말과 우리만의 현실에 비추어서  빠짐없이 이해하고 공감하면서 볼 수 있다 이작품이 천만이 넘어가지 않는다면 문제가 뭔지 되돌아볼 필요가 있다",11,3,naver
viewer,like,2020.02.20. 07:33,별점(10점 만점 중)10,보고 나서 많은 것을 생각하게 하는 영화,12,4,naver
viewer,like,2019.06.28. 08:30,별점(10점 만점 중)2,정말 별로입니다 상받았다고 그냥 봤습니다,12,4,naver
viewer,like,2019.06.25. 20:39,별점(10점 만점 중)4,기대를 너무 해서 그런지...기대엔 못미쳤어요...,12,4,naver
viewer,like,2019.06.17. 16:37,별점(10점 만점 중)6,그냥 그런데 왜 재밌다고 하는지 잘 모르겠는 영화 ㅋㅋ,12,4,naver
viewer,like,2019.06.16. 18:51,별점(10점 만점 중)6,생가보다 지루해서  나오고 싶었음,12,4,naver
viewer,like,2019.06.09. 01:39,별점(10점 만점 중)6,재밌다고 말하기도 애매하고 그렇다고 재미없다고 할수도 없는 그저그런 영화인듯 초반엔 확실히 생각보다재밌는 포인트가 많아서 웃기기도 하고 뭔가 착착 진행되는거 같아서 괜찮았는데 뒤로 갈수록 점점 보는게뭔가 불편해 지기 시작하더니 막장...,12,4,naver
